user_id,started_at,finished_at,longitude,latitude,location_id,location_longitude,location_latitude,purpose
10,2023-01-01 09:00:00+00:00,2023-01-01 13:00:00+00:00,83.0,145.0,62,83.0,145.0,
10,2023-01-01 13:30:00+00:00,2023-01-01 14:30:00+00:00,79.0,153.0,61,79.0,153.0,
10,2023-01-01 14:30:00+00:00,2023-01-01 16:00:00+00:00,58.0,176.0,39,58.0,176.0,home
10,2023-01-01 18:00:00+00:00,2023-01-02 04:30:00+00:00,55.0,173.0,34,55.0,173.0,
10,2023-01-02 04:30:00+00:00,2023-01-02 05:30:00+00:00,58.0,176.0,39,58.0,176.0,home
10,2023-01-02 07:00:00+00:00,2023-01-02 08:30:00+00:00,90.0,75.0,63,90.0,75.0,
10,2023-01-02 11:00:00+00:00,2023-01-02 12:00:00+00:00,58.0,163.0,1,58.0,163.0,
10,2023-01-02 12:30:00+00:00,2023-01-03 07:30:00+00:00,58.0,176.0,39,58.0,176.0,home
10,2023-01-03 08:30:00+00:00,2023-01-03 09:30:00+00:00,58.0,175.0,40,58.0,175.0,
10,2023-01-03 12:30:00+00:00,2023-01-04 10:30:00+00:00,53.0,199.0,10,53.0,199.0,
10,2023-01-04 11:00:00+00:00,2023-01-04 12:00:00+00:00,58.0,176.0,39,58.0,176.0,home
10,2023-01-04 12:30:00+00:00,2023-01-05 11:30:00+00:00,60.0,200.0,11,60.0,200.0,
10,2023-01-06 21:00:00+00:00,2023-01-07 06:30:00+00:00,58.0,176.0,39,58.0,176.0,home
10,2023-01-07 06:30:00+00:00,2023-01-07 09:00:00+00:00,60.0,175.0,42,60.0,175.0,
10,2023-01-07 09:00:00+00:00,2023-01-07 16:30:00+00:00,58.0,175.0,40,58.0,175.0,
10,2023-01-12 21:00:00+00:00,2023-01-13 21:00:00+00:00,58.0,176.0,39,58.0,176.0,home
10,2023-01-13 21:00:00+00:00,2023-01-13 22:00:00+00:00,61.0,190.0,55,61.0,190.0,
10,2023-01-13 22:00:00+00:00,2023-01-14 10:00:00+00:00,58.0,176.0,39,58.0,176.0,home
10,2023-01-15 20:30:00+00:00,2023-01-16 11:00:00+00:00,58.0,176.0,39,58.0,176.0,home
10,2023-01-16 11:00:00+00:00,2023-01-16 12:30:00+00:00,59.0,173.0,44,59.0,173.0,
10,2023-01-16 13:00:00+00:00,2023-01-16 14:00:00+00:00,66.0,176.0,51,66.0,176.0,
10,2023-01-16 14:30:00+00:00,2023-01-16 15:30:00+00:00,61.0,178.0,52,61.0,178.0,
10,2023-01-16 15:30:00+00:00,2023-01-16 20:00:00+00:00,58.0,176.0,39,58.0,176.0,home
10,2023-01-16 20:00:00+00:00,2023-01-16 21:00:00+00:00,57.0,174.0,36,57.0,174.0,
10,2023-01-16 21:00:00+00:00,2023-01-17 09:30:00+00:00,58.0,176.0,39,58.0,176.0,home
10,2023-01-17 09:30:00+00:00,2023-01-17 10:30:00+00:00,59.0,173.0,44,59.0,173.0,
10,2023-01-17 10:30:00+00:00,2023-01-18 13:00:00+00:00,58.0,176.0,39,58.0,176.0,home
10,2023-01-18 13:00:00+00:00,2023-01-18 16:30:00+00:00,55.0,181.0,24,55.0,181.0,work
10,2023-01-18 16:30:00+00:00,2023-01-18 17:30:00+00:00,55.0,175.0,35,55.0,175.0,
10,2023-01-18 17:30:00+00:00,2023-01-20 07:00:00+00:00,58.0,176.0,39,58.0,176.0,home
10,2023-01-20 07:00:00+00:00,2023-01-20 08:00:00+00:00,59.0,173.0,44,59.0,173.0,
10,2023-01-20 08:00:00+00:00,2023-01-20 14:30:00+00:00,58.0,175.0,40,58.0,175.0,
10,2023-01-20 14:30:00+00:00,2023-01-20 16:30:00+00:00,55.0,181.0,24,55.0,181.0,work
10,2023-01-20 16:30:00+00:00,2023-01-20 17:30:00+00:00,52.0,181.0,25,52.0,181.0,
10,2023-01-20 17:30:00+00:00,2023-01-21 14:00:00+00:00,58.0,176.0,39,58.0,176.0,home
10,2023-01-21 14:00:00+00:00,2023-01-21 20:30:00+00:00,60.0,184.0,12,60.0,184.0,
10,2023-01-21 21:00:00+00:00,2023-01-22 20:30:00+00:00,58.0,176.0,39,58.0,176.0,home
10,2023-01-22 21:00:00+00:00,2023-01-23 14:30:00+00:00,58.0,176.0,39,58.0,176.0,home
10,2023-01-23 14:30:00+00:00,2023-01-23 17:30:00+00:00,55.0,181.0,24,55.0,181.0,work
10,2023-01-23 17:30:00+00:00,2023-01-24 13:00:00+00:00,58.0,176.0,39,58.0,176.0,home
10,2023-01-24 13:00:00+00:00,2023-01-24 17:00:00+00:00,54.0,180.0,22,54.0,180.0,
10,2023-01-24 17:00:00+00:00,2023-01-25 07:00:00+00:00,58.0,176.0,39,58.0,176.0,home
10,2023-01-25 07:30:00+00:00,2023-01-25 21:30:00+00:00,61.0,194.0,56,61.0,194.0,
10,2023-01-25 21:30:00+00:00,2023-01-27 13:30:00+00:00,58.0,176.0,39,58.0,176.0,home
10,2023-01-27 13:30:00+00:00,2023-01-27 16:30:00+00:00,55.0,181.0,24,55.0,181.0,work
10,2023-01-27 16:30:00+00:00,2023-01-30 10:30:00+00:00,58.0,176.0,39,58.0,176.0,home
10,2023-01-30 10:30:00+00:00,2023-01-30 12:30:00+00:00,55.0,181.0,24,55.0,181.0,work
10,2023-01-30 12:30:00+00:00,2023-01-30 19:00:00+00:00,58.0,176.0,39,58.0,176.0,home
