user_id,started_at,finished_at,longitude,latitude,location_id,location_longitude,location_latitude,purpose
1,2023-01-01 00:00:00+00:00,2023-01-01 08:00:00+00:00,67.0,85.0,47,67.0,85.0,home
1,2023-01-01 09:00:00+00:00,2023-01-01 14:00:00+00:00,67.0,85.0,47,67.0,85.0,home
1,2023-01-01 14:30:00+00:00,2023-01-01 15:30:00+00:00,87.0,72.0,3,87.0,72.0,
1,2023-01-01 17:00:00+00:00,2023-01-01 22:30:00+00:00,129.0,81.0,100,129.0,81.0,
1,2023-01-01 23:00:00+00:00,2023-01-02 08:00:00+00:00,67.0,84.0,48,67.0,84.0,
1,2023-01-02 08:00:00+00:00,2023-01-02 11:00:00+00:00,68.0,84.0,41,68.0,84.0,
1,2023-01-02 12:30:00+00:00,2023-01-02 13:30:00+00:00,65.0,76.0,61,65.0,76.0,
1,2023-01-02 13:30:00+00:00,2023-01-02 15:30:00+00:00,72.0,82.0,52,72.0,82.0,
1,2023-01-02 15:30:00+00:00,2023-01-02 18:00:00+00:00,66.0,75.0,60,66.0,75.0,
1,2023-01-02 18:00:00+00:00,2023-01-03 08:00:00+00:00,67.0,84.0,48,67.0,84.0,
1,2023-01-03 08:00:00+00:00,2023-01-03 09:00:00+00:00,79.0,83.0,23,79.0,83.0,
1,2023-01-03 11:00:00+00:00,2023-01-03 12:00:00+00:00,103.0,109.0,84,103.0,109.0,
1,2023-01-03 12:00:00+00:00,2023-01-03 13:00:00+00:00,94.0,107.0,70,94.0,107.0,
1,2023-01-03 14:30:00+00:00,2023-01-03 17:00:00+00:00,67.0,84.0,48,67.0,84.0,
1,2023-01-03 18:00:00+00:00,2023-01-03 20:00:00+00:00,79.0,84.0,15,79.0,84.0,work
1,2023-01-03 20:30:00+00:00,2023-01-04 01:00:00+00:00,68.0,85.0,42,68.0,85.0,
1,2023-01-04 01:00:00+00:00,2023-01-04 08:00:00+00:00,67.0,85.0,47,67.0,85.0,home
1,2023-01-04 08:30:00+00:00,2023-01-04 11:00:00+00:00,82.0,83.0,18,82.0,83.0,
1,2023-01-04 12:00:00+00:00,2023-01-04 13:30:00+00:00,71.0,79.0,53,71.0,79.0,
1,2023-01-04 14:00:00+00:00,2023-01-04 17:30:00+00:00,80.0,82.0,21,80.0,82.0,
1,2023-01-04 17:30:00+00:00,2023-01-04 19:30:00+00:00,79.0,84.0,15,79.0,84.0,work
1,2023-01-04 20:30:00+00:00,2023-01-05 07:00:00+00:00,67.0,84.0,48,67.0,84.0,
1,2023-01-05 08:30:00+00:00,2023-01-05 16:30:00+00:00,130.0,94.0,93,130.0,94.0,
1,2023-01-05 18:00:00+00:00,2023-01-05 20:00:00+00:00,79.0,83.0,23,79.0,83.0,
1,2023-01-05 20:30:00+00:00,2023-01-06 09:00:00+00:00,67.0,85.0,47,67.0,85.0,home
1,2023-01-06 10:30:00+00:00,2023-01-06 11:30:00+00:00,79.0,89.0,10,79.0,89.0,
1,2023-01-06 12:30:00+00:00,2023-01-06 16:30:00+00:00,79.0,84.0,15,79.0,84.0,work
1,2023-01-06 21:00:00+00:00,2023-01-06 22:30:00+00:00,75.0,82.0,29,75.0,82.0,
1,2023-01-06 22:30:00+00:00,2023-01-06 23:30:00+00:00,67.0,85.0,47,67.0,85.0,home
1,2023-01-06 23:30:00+00:00,2023-01-07 00:30:00+00:00,75.0,82.0,29,75.0,82.0,
1,2023-01-07 00:30:00+00:00,2023-01-07 01:30:00+00:00,67.0,85.0,47,67.0,85.0,home
1,2023-01-07 01:30:00+00:00,2023-01-07 02:30:00+00:00,75.0,82.0,29,75.0,82.0,
1,2023-01-07 02:30:00+00:00,2023-01-07 03:30:00+00:00,68.0,85.0,42,68.0,85.0,
1,2023-01-07 03:30:00+00:00,2023-01-07 05:30:00+00:00,75.0,82.0,29,75.0,82.0,
1,2023-01-07 06:30:00+00:00,2023-01-07 08:00:00+00:00,67.0,85.0,47,67.0,85.0,home
1,2023-01-07 09:30:00+00:00,2023-01-07 10:30:00+00:00,79.0,84.0,15,79.0,84.0,work
1,2023-01-07 10:30:00+00:00,2023-01-07 13:00:00+00:00,78.0,82.0,27,78.0,82.0,
1,2023-01-07 14:00:00+00:00,2023-01-07 19:30:00+00:00,79.0,83.0,23,79.0,83.0,
1,2023-01-07 19:30:00+00:00,2023-01-07 21:00:00+00:00,77.0,84.0,35,77.0,84.0,
1,2023-01-07 21:00:00+00:00,2023-01-08 09:30:00+00:00,67.0,85.0,47,67.0,85.0,home
1,2023-01-08 10:00:00+00:00,2023-01-08 11:00:00+00:00,102.0,82.0,106,102.0,82.0,
1,2023-01-08 11:00:00+00:00,2023-01-08 12:30:00+00:00,105.0,83.0,107,105.0,83.0,
1,2023-01-08 15:00:00+00:00,2023-01-09 09:00:00+00:00,67.0,85.0,47,67.0,85.0,home
1,2023-01-09 09:00:00+00:00,2023-01-09 12:30:00+00:00,60.0,84.0,67,60.0,84.0,
1,2023-01-09 12:30:00+00:00,2023-01-09 14:30:00+00:00,68.0,85.0,42,68.0,85.0,
1,2023-01-09 14:30:00+00:00,2023-01-09 17:30:00+00:00,60.0,84.0,67,60.0,84.0,
1,2023-01-09 17:30:00+00:00,2023-01-10 08:30:00+00:00,67.0,85.0,47,67.0,85.0,home
1,2023-01-10 09:00:00+00:00,2023-01-10 10:30:00+00:00,78.0,83.0,24,78.0,83.0,
1,2023-01-10 12:00:00+00:00,2023-01-10 17:00:00+00:00,80.0,83.0,22,80.0,83.0,
1,2023-01-10 17:00:00+00:00,2023-01-10 20:30:00+00:00,79.0,83.0,23,79.0,83.0,
1,2023-01-10 20:30:00+00:00,2023-01-10 22:30:00+00:00,67.0,85.0,47,67.0,85.0,home
1,2023-01-10 23:00:00+00:00,2023-01-11 08:00:00+00:00,67.0,84.0,48,67.0,84.0,
1,2023-01-11 08:30:00+00:00,2023-01-11 09:30:00+00:00,78.0,83.0,24,78.0,83.0,
1,2023-01-11 10:30:00+00:00,2023-01-11 11:30:00+00:00,101.0,82.0,105,101.0,82.0,
1,2023-01-11 12:00:00+00:00,2023-01-11 13:00:00+00:00,82.0,86.0,17,82.0,86.0,
1,2023-01-11 13:00:00+00:00,2023-01-11 18:00:00+00:00,79.0,84.0,15,79.0,84.0,work
1,2023-01-11 18:30:00+00:00,2023-01-11 20:30:00+00:00,79.0,83.0,23,79.0,83.0,
