user_id,started_at,finished_at,longitude,latitude,location_id,location_longitude,location_latitude,purpose
9,2023-01-01 01:00:00+00:00,2023-01-01 08:00:00+00:00,94.0,19.0,30,94.0,19.0,
9,2023-01-01 08:00:00+00:00,2023-01-01 09:00:00+00:00,100.0,27.0,42,100.0,27.0,
9,2023-01-01 09:30:00+00:00,2023-01-01 11:00:00+00:00,94.0,20.0,11,94.0,20.0,home
9,2023-01-01 11:00:00+00:00,2023-01-01 13:00:00+00:00,104.0,29.0,45,104.0,29.0,
9,2023-01-01 13:00:00+00:00,2023-01-01 16:00:00+00:00,102.0,30.0,47,102.0,30.0,
9,2023-01-01 16:00:00+00:00,2023-01-01 17:00:00+00:00,94.0,24.0,20,94.0,24.0,
9,2023-01-01 17:00:00+00:00,2023-01-03 18:00:00+00:00,94.0,20.0,11,94.0,20.0,home
9,2023-01-03 18:00:00+00:00,2023-01-03 20:00:00+00:00,89.0,20.0,8,89.0,20.0,
9,2023-01-03 20:00:00+00:00,2023-01-04 17:30:00+00:00,94.0,20.0,11,94.0,20.0,home
9,2023-01-04 17:30:00+00:00,2023-01-04 18:30:00+00:00,100.0,21.0,39,100.0,21.0,
9,2023-01-04 18:30:00+00:00,2023-01-05 18:00:00+00:00,95.0,20.0,10,95.0,20.0,
9,2023-01-05 18:30:00+00:00,2023-01-06 18:30:00+00:00,94.0,20.0,11,94.0,20.0,home
9,2023-01-06 18:30:00+00:00,2023-01-06 20:00:00+00:00,96.0,20.0,25,96.0,20.0,
9,2023-01-06 20:00:00+00:00,2023-01-08 08:00:00+00:00,94.0,20.0,11,94.0,20.0,home
9,2023-01-08 08:00:00+00:00,2023-01-08 09:00:00+00:00,97.0,23.0,22,97.0,23.0,
9,2023-01-08 09:30:00+00:00,2023-01-08 11:00:00+00:00,96.0,18.0,27,96.0,18.0,
9,2023-01-08 11:00:00+00:00,2023-01-08 12:30:00+00:00,99.0,23.0,40,99.0,23.0,
9,2023-01-08 13:30:00+00:00,2023-01-08 14:30:00+00:00,100.0,27.0,42,100.0,27.0,
9,2023-01-08 14:30:00+00:00,2023-01-08 15:30:00+00:00,102.0,30.0,47,102.0,30.0,
9,2023-01-08 15:30:00+00:00,2023-01-08 16:30:00+00:00,92.0,25.0,19,92.0,25.0,
9,2023-01-08 17:00:00+00:00,2023-01-12 17:30:00+00:00,94.0,20.0,11,94.0,20.0,home
9,2023-01-12 17:30:00+00:00,2023-01-12 19:00:00+00:00,94.0,22.0,14,94.0,22.0,
9,2023-01-12 19:00:00+00:00,2023-01-13 04:30:00+00:00,94.0,19.0,30,94.0,19.0,
9,2023-01-13 04:30:00+00:00,2023-01-13 23:00:00+00:00,94.0,20.0,11,94.0,20.0,home
9,2023-01-13 23:00:00+00:00,2023-01-14 05:30:00+00:00,95.0,19.0,29,95.0,19.0,
9,2023-01-14 09:30:00+00:00,2023-01-14 13:00:00+00:00,170.0,98.0,53,170.0,98.0,
9,2023-01-14 14:30:00+00:00,2023-01-14 18:00:00+00:00,98.0,11.0,34,98.0,11.0,
9,2023-01-14 18:00:00+00:00,2023-01-14 19:00:00+00:00,101.0,7.0,35,101.0,7.0,
9,2023-01-14 20:00:00+00:00,2023-01-15 07:30:00+00:00,94.0,20.0,11,94.0,20.0,home
9,2023-01-15 08:00:00+00:00,2023-01-15 09:00:00+00:00,100.0,26.0,41,100.0,26.0,
9,2023-01-15 10:30:00+00:00,2023-01-15 12:00:00+00:00,104.0,29.0,45,104.0,29.0,
9,2023-01-15 12:00:00+00:00,2023-01-15 14:30:00+00:00,102.0,30.0,47,102.0,30.0,
9,2023-01-15 14:30:00+00:00,2023-01-15 15:30:00+00:00,104.0,29.0,45,104.0,29.0,
9,2023-01-15 16:00:00+00:00,2023-01-16 09:00:00+00:00,94.0,20.0,11,94.0,20.0,home
9,2023-01-16 09:30:00+00:00,2023-01-16 10:30:00+00:00,72.0,17.0,0,72.0,17.0,
9,2023-01-16 10:30:00+00:00,2023-01-16 18:30:00+00:00,89.0,21.0,7,89.0,21.0,
9,2023-01-16 18:30:00+00:00,2023-01-17 17:30:00+00:00,94.0,19.0,30,94.0,19.0,
9,2023-01-17 17:30:00+00:00,2023-01-17 18:30:00+00:00,94.0,22.0,14,94.0,22.0,
9,2023-01-17 19:00:00+00:00,2023-01-17 20:00:00+00:00,89.0,19.0,3,89.0,19.0,
