user_id,started_at,finished_at,longitude,latitude,location_id,location_longitude,location_latitude,purpose
8,2023-01-01 00:00:00+00:00,2023-01-01 12:00:00+00:00,76.0,83.0,49,76.0,83.0,home
8,2023-01-01 13:00:00+00:00,2023-01-01 18:00:00+00:00,135.0,77.0,93,135.0,77.0,
8,2023-01-01 19:00:00+00:00,2023-01-02 09:00:00+00:00,76.0,83.0,49,76.0,83.0,home
8,2023-01-02 09:00:00+00:00,2023-01-02 10:00:00+00:00,79.0,85.0,32,79.0,85.0,work
8,2023-01-02 11:30:00+00:00,2023-01-02 12:30:00+00:00,87.0,92.0,74,87.0,92.0,
8,2023-01-02 13:00:00+00:00,2023-01-02 18:30:00+00:00,77.0,84.0,30,77.0,84.0,
8,2023-01-02 18:30:00+00:00,2023-01-02 20:00:00+00:00,79.0,85.0,32,79.0,85.0,work
8,2023-01-02 20:00:00+00:00,2023-01-03 09:00:00+00:00,76.0,83.0,49,76.0,83.0,home
8,2023-01-03 09:00:00+00:00,2023-01-03 14:30:00+00:00,78.0,85.0,28,78.0,85.0,
8,2023-01-03 16:00:00+00:00,2023-01-03 17:00:00+00:00,85.0,88.0,14,85.0,88.0,
8,2023-01-03 18:30:00+00:00,2023-01-03 20:30:00+00:00,81.0,87.0,21,81.0,87.0,
8,2023-01-03 20:30:00+00:00,2023-01-03 22:30:00+00:00,78.0,84.0,31,78.0,84.0,
8,2023-01-03 22:30:00+00:00,2023-01-04 18:00:00+00:00,76.0,83.0,49,76.0,83.0,home
8,2023-01-04 18:00:00+00:00,2023-01-04 19:00:00+00:00,80.0,88.0,7,80.0,88.0,
8,2023-01-04 19:00:00+00:00,2023-01-04 23:30:00+00:00,76.0,84.0,56,76.0,84.0,
8,2023-01-04 23:30:00+00:00,2023-01-05 09:00:00+00:00,76.0,83.0,49,76.0,83.0,home
8,2023-01-05 09:00:00+00:00,2023-01-05 11:00:00+00:00,79.0,85.0,32,79.0,85.0,work
8,2023-01-05 13:00:00+00:00,2023-01-05 15:00:00+00:00,79.0,85.0,32,79.0,85.0,work
8,2023-01-05 17:00:00+00:00,2023-01-05 21:30:00+00:00,71.0,85.0,61,71.0,85.0,
8,2023-01-05 22:30:00+00:00,2023-01-06 16:00:00+00:00,76.0,83.0,49,76.0,83.0,home
8,2023-01-06 16:00:00+00:00,2023-01-06 17:00:00+00:00,79.0,86.0,24,79.0,86.0,
8,2023-01-06 18:00:00+00:00,2023-01-06 19:00:00+00:00,77.0,66.0,69,77.0,66.0,
8,2023-01-06 19:00:00+00:00,2023-01-06 20:00:00+00:00,79.0,68.0,68,79.0,68.0,
8,2023-01-06 20:00:00+00:00,2023-01-07 09:00:00+00:00,77.0,82.0,39,77.0,82.0,
8,2023-01-07 09:00:00+00:00,2023-01-07 10:30:00+00:00,78.0,85.0,28,78.0,85.0,
8,2023-01-07 10:30:00+00:00,2023-01-07 15:00:00+00:00,79.0,85.0,32,79.0,85.0,work
